Name,Flavour,Average Ratings,Category,Chemical Type,Energize Score,THC Potency,After Effects,Chemical Compound,Compound Description
purple-crack,Purple Crack,4.241758242,Hybrid,THC Dominant,0.1711532,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
aurora-indica,Aurora Indica,4.31372549,Indica,THC Dominant,-1.247514308,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
blueberry-cruffin,Blueberry Cruffin,5,Hybrid,THC Dominant,,less,,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
purple-stardawg,Purple Stardawg,4,Sativa,THC Dominant,,comparable,,Myrcene,The most common terpene found in cannabis and has an earthy scent.
orange-push-pop,Orange Push Pop,4.6,Hybrid,THC Dominant,0.909288986,more,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
nevilles-haze,Neville's Haze,4.057142857,Sativa,THC Dominant,1.071864659,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
tina,Tina,4.6875,Indica,THC Dominant,-0.610402338,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
y-griega,Y Griega,4.691176471,Sativa,THC Dominant,1.133041006,comparable,energetic,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cornbread,Cornbread,4.603773585,Indica,THC Dominant,-1.086045371,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
chiquita-banana,Chiquita Banana,4.895833333,Hybrid,THC Dominant,0.002806442,much more,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
martian-candy,Martian Candy,4.636363636,Hybrid,THC Dominant,-0.241246551,more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
nilla-wafer,Nilla Wafer,4.666666667,Hybrid,Unknown,-0.45043483,,sleepy,,
cherry-limeade,Cherry Limeade,4.211538462,Hybrid,THC Dominant,0.276859304,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
bay-11,Bay 11,4.443396226,Sativa,THC Dominant,0.95785055,comparable,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
8-ball-kush,8 Ball Kush,4.19047619,Indica,THC Dominant,-0.156440492,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
banana-milk,Banana Milk,5,Hybrid,Unknown,0.909288986,,uplifted,,
hells-bells,Hell's Bells,4.333333333,Indica,THC Dominant,0.637344222,less,euphoric,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
cookie-wreck,Cookie Wreck,4.618644068,Hybrid,THC Dominant,-0.005215528,comparable,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
captain-america-og,Captain America OG,4.555555556,Hybrid,Unknown,-0.178490067,,relaxed,,
white-lightning,White Lightning,4.346534653,Hybrid,THC Dominant,-0.005215528,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
orange-daiquiri,Orange Daiquiri,4.8,Hybrid,THC Dominant,1.249219939,less,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lucid-dream,Lucid Dream,4.627272727,Hybrid,THC Dominant,1.116880408,slightly more,uplifted,,
canna-tsu,Canna-Tsu,4.598958333,Hybrid,Balanced THC/CBD,-0.442575155,much less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
dog-shit,Dog Shit,4.276595745,Hybrid,THC Dominant,0.531587926,comparable,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
beach-wedding,Beach Wedding,4.4,Hybrid,THC Dominant,0.002806442,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
american-pie,American Pie,4.666666667,Hybrid,THC Dominant,-0.178490067,slightly more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
biker-kush,Biker Kush,4.421052632,Indica,THC Dominant,-0.223814194,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
white-cherry-truffle,White Cherry Truffle,4.538461538,Hybrid,THC Dominant,0.700100706,slightly less,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
double-og,Double OG,4.5,Indica,THC Dominant,-1.081735173,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-raine,Purple Raine,4.454545455,Hybrid,THC Dominant,0.1711532,less,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cbd-critical-mass,CBD Critical Mass,4.698412698,Indica,Balanced THC/CBD,-0.613601688,much less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
master-og,Master OG,4.415730337,Indica,THC Dominant,-0.8503536,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
orange-zkittlez,Orange Zkittlez,4.642857143,Hybrid,Unknown,1.069256493,,uplifted,,
euphoria,Euphoria,4.313559322,Sativa,THC Dominant,1.307256932,less,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
marshmallow-og,Marshmallow OG,4.4,Hybrid,THC Dominant,,more,,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
florida-og,Florida OG,4.625,Hybrid,THC Dominant,0.909288986,more,uplifted,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
berners-cookies,Berner's Cookies,4.333333333,Sativa,THC Dominant,,comparable,,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
banana-daddy,Banana Daddy,4.571428571,Hybrid,THC Dominant,-1.810158646,comparable,relaxed,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
mother-of-berries,Mother of Berries,4.48447205,Indica,THC Dominant,-1.013634044,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
dancehall,Dancehall,4.245901639,Hybrid,CBD Dominant,0.520796467,,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
candy-cane,Candy Cane,4.20754717,Indica,THC Dominant,-0.936050479,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
delahaze,DelaHaze,4.532110092,Sativa,THC Dominant,1.302893248,slightly more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
chaos-kush,Chaos Kush,4.333333333,Hybrid,THC Dominant,-0.790365784,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
road-dawg,Road Dawg,4.652173913,Hybrid,THC Dominant,-0.241246551,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
the-don-mega,The Don Mega,5,Hybrid,THC Dominant,-1.810158646,more,sleepy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
plushberry,Plushberry,4.221854305,Indica,THC Dominant,-0.594008152,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
head-cheese,Head Cheese,4.52020202,Hybrid,THC Dominant,0.18410295,slightly more,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
burkle,Burkle,4.769230769,Indica,THC Dominant,-0.895204303,,relaxed,,
purple-majik,Purple Majik,3.5,Hybrid,Unknown,-0.790365784,,relaxed,,
galactic-jack,Galactic Jack,4.537815126,Sativa,THC Dominant,1.122799337,comparable,energetic,Myrcene,The most common terpene found in cannabis and has an earthy scent.
cactus,Cactus,4.573913043,Indica,THC Dominant,-0.19995939,slightly more,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
orange-diesel,Orange Diesel,4.523255814,Hybrid,THC Dominant,0.697221968,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
pineapple-punch,Pineapple Punch,4.540540541,Sativa,THC Dominant,1.135909621,slightly more,creative,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
candy-rain,Candy Rain,4.636363636,Hybrid,THC Dominant,0.909288986,comparable,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
candy-apple,Candy Apple,4.307692308,Hybrid,THC Dominant,1.045261367,comparable,uplifted,Pinene,Pine-scented terpene that is also found in rosemary and many other herbs.
banana-bread,Banana Bread,3.952380952,Hybrid,THC Dominant,-0.326823574,slightly more,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
grenadine,Grenadine,4.666666667,Hybrid,Unknown,0.229427078,,uplifted,,
pineapple-diesel,Pineapple Diesel,4.183486239,Hybrid,THC Dominant,1.324760151,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
euphoria-cookies,Euphoria Cookies,5,Hybrid,THC Dominant,0.569358032,,euphoric,,
lion-s-mane,Lion's Mane,4.333333333,Hybrid,THC Dominant,0.739323509,more,tingly,Myrcene,The most common terpene found in cannabis and has an earthy scent.
s5-haze,S5 Haze,4.5,Hybrid,THC Dominant,1.249219939,less,uplifted,,
orange-43,Orange 43,4.7,Hybrid,THC Dominant,-0.45043483,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lemon-zest,Lemon Zest,4.4,Sativa,THC Dominant,1.249219939,more,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
boss-og,Boss OG,4.46969697,Hybrid,THC Dominant,-0.104323313,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
c4,C4,4.40625,Hybrid,THC Dominant,0.018435451,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lemon-cheesecake,Lemon Cheesecake,4.545454545,Hybrid,THC Dominant,0.229427078,comparable,relaxed,Terpinolene,"Herbal, floral terpene that is also found in apples, lilacs, and nutmeg."
purple-tangie,Purple Tangie,4.592592593,Sativa,THC Dominant,1.093658316,slightly less,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
hog,The Hog,4.073529412,Indica,THC Dominant,-0.811177883,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lee-roy,Lee Roy,4.559322034,Indica,THC Dominant,-0.258924434,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
lemon-ice,Lemon Ice,4.84,Sativa,THC Dominant,1.290011654,slightly less,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
green-kush,Green Kush,3.552238806,Indica,THC Dominant,0.266510454,slightly less,euphoric,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-unicorn,Purple Unicorn,4.375,Hybrid,THC Dominant,-0.790365784,much less,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
shark-bite,Shark Bite,4.166666667,Hybrid,THC Dominant,1.527345265,more,euphoric,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
king-cake,Disco Glitter,4.625,Hybrid,THC Dominant,-0.223814194,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
pura-vida,Pura Vida,4.733333333,Hybrid,THC Dominant,0.072535868,more,euphoric,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
slurpie,Slurpie,4,Hybrid,Unknown,,,,,
northern-lights-5-x-haze,Northern Lights #5 x Haze,4.538461538,Sativa,THC Dominant,0.891630235,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
wet-dream,Wet Dream,4.44047619,Sativa,THC Dominant,1.302893248,,euphoric,,
special-sauce,Special Sauce,4.53125,Hybrid,CBD Dominant,-1.243607056,,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
las-vegas-triangle-kush,Las Vegas Triangle Kush,4.777777778,Hybrid,Unknown,0.044010194,,relaxed,,
white-bubblegum,White Bubblegum,5,Indica,THC Dominant,0.909288986,comparable,energetic,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sour-bubble,Sour Bubble,4.520833333,Indica,THC Dominant,-0.620400307,slightly less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
rose-bud,Rose Bud,4.291666667,Indica,THC Dominant,-0.314462449,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
apollo-13,Apollo 13,4.253246753,Hybrid,THC Dominant,1.164876169,comparable,uplifted,Myrcene,The most common terpene found in cannabis and has an earthy scent.
hectane,Hectane,4.75,Hybrid,THC Dominant,-1.810158646,more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
trix,Trix,4.47826087,Sativa,THC Dominant,0.414843962,less,happy,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
modified-bananas,Modified Bananas,4.65,,THC Dominant,0.072535868,much more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
popcorn-kush,Popcorn Kush,4.084337349,Indica,THC Dominant,-0.985157679,slightly more,sleepy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
blue-og,Blue OG,4.141935484,Hybrid,THC Dominant,-0.112615249,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
gorilla-girl,Gorilla Girl,4.8125,Hybrid,THC Dominant,-0.122225633,less,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
sour-blueberry,Sour Blueberry,4.703703704,Hybrid,THC Dominant,0.229427078,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
pure-power-plant,Pure Power Plant,4.267489712,Hybrid,THC Dominant,0.956721212,comparable,happy,Myrcene,The most common terpene found in cannabis and has an earthy scent.
trophy-wife,Trophy Wife,4.3,Hybrid,THC Dominant,0.739323509,more,uplifted,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
laughing-gas,Laughing Gas,4.75,Hybrid,THC Dominant,-0.55502897,more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
purple-cheese,Purple Cheese,4.152941176,Hybrid,THC Dominant,-0.515806168,comparable,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
romulan-grapefruit,Romulan Grapefruit,4.256097561,Hybrid,THC Dominant,-0.050516061,more,relaxed,Myrcene,The most common terpene found in cannabis and has an earthy scent.
strawberry-ice,Strawberry Ice,4.646153846,Sativa,THC Dominant,1.362530257,comparable,focused,Myrcene,The most common terpene found in cannabis and has an earthy scent.
mango-sherbert,Mango Sherbert,4.470588235,Hybrid,THC Dominant,0.520796467,comparable,uplifted,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
banana-cream-cake,Banana Cream Cake,4.5,Hybrid,Unknown,-1.810158646,,relaxed,,
pillow-factory,Pillow Factory,5,Hybrid,THC Dominant,-1.810158646,slightly more,relaxed,Limonene,Citrus-scented terpene commonly believed to provide anxiety and stress relief.
zkittlez-cake,Zkittlez Cake,4.25,,Unknown,,,,,
white-dawg,White Dawg,4.085714286,Hybrid,THC Dominant,0.1989855,slightly more,happy,Caryophyllene,"Spicy, peppery terpene that may have anti-inflammatory benefits."
